link,query,name,industry,location,description,website,size,logo,specialities,yearFounded,linkedinID,employeesOnLinkedIn,timestamp,RelatedCompany1LinkedInURL,RelatedCompany1Name,RelatedCompany1Sector,RelatedCompany1EmployeesRange,RelatedCompany2LinkedInURL,RelatedCompany2Name,RelatedCompany2Sector,RelatedCompany2EmployeesRange,RelatedCompany3LinkedInURL,RelatedCompany3Name,RelatedCompany3Sector,RelatedCompany3EmployeesRange,RelatedCompany4LinkedInURL,RelatedCompany4Name,RelatedCompany4Sector,RelatedCompany4EmployeesRange,RelatedCompany5LinkedInURL,RelatedCompany5Name,RelatedCompany5Sector,RelatedCompany5EmployeesRange,RelatedCompany6LinkedInURL,RelatedCompany6Name,RelatedCompany6Sector,RelatedCompany6EmployeesRange,invalidResults
https://www.linkedin.com/company/adp,https://www.linkedin.com/company/adp,ADP,Human Resources,"Roseland, New Jersey","We give companies of every size the tools to help their people thrive.  From payroll, benefits and regulatory compliance to talent management and analytics, we help our clients succeed. As one of the world’s largest and most experienced HR providers, ADP offers you recruit-to-retire services and solutions that help you build the team that will take you into the future. What we deliver isn’t just a better HR system; it’s a better workforce.",http://adp.com/,"10,001+ employees",https://media.licdn.com/dms/image/C4D0BAQHDRTlphymiVQ/company-logo_200_200/0?e=1548288000&v=beta&t=7oMb7ouGrCpUgFdVGfRySeEs6QLYV5DhMg8w3-t35lY,"Human Capital Management, HR BPO, Payroll and Tax Services, PEO, Retirement, Talent Management, Human Resource Management, Tax and Compliance, Benefits Administration, Payment Solutions, Time and Attendance, Health Care Reform, and ACA Affordable Care Act",1949,1463,63249,2018-10-19T06:07:02.923Z
https://www.linkedin.com/company/aia-australia/,https://www.linkedin.com/company/aia-australia/,AIA Australia,Insurance,"Melbourne, Victoria","AIA Australia combines its international experience with local expertise to offer some of Australia's most comprehensive and flexible life cover options. Our products and services are constantly under review to ensure they meet the changing needs of the Australian population. We offer risk protection life insurance products to help you protect the things that matter most to you - your family, your health, your mortgage or your business.

Every client is different. That's why we offer a flexible approach to life insurance. We can combine different types of cover within a single policy, tailoring specific solutions to individuals’ needs.

Your participation with AIA Australia's Linkedin page is governed by the AIA Australia Social Media House Rules available at http://bit.ly/1g5X21R (as amended from time to time).

Any personal information supplied by you in connection with your use of this social media platform may be collected, stored, handled, used and deleted in accordance with the AIA Australia Privacy Policy available at http://bit.ly/1hHywI5.",http://www.aia.com.au/,"501-1,000 employees",https://media.licdn.com/dms/image/C560BAQHKQEb43JzPwA/company-logo_200_200/0?e=1548288000&v=beta&t=4R2tivih--jJ-UPwZPsPQll95qPDOB0p7diJSKzXAEY,Life Insurance,,3633488,608,2018-10-19T06:07:05.274Z,https://www.linkedin.com/company/aia/,AIA,,"10,001+ employees",https://www.linkedin.com/company/talaustralia/,TAL Australia,,"1,001-5,000 employees",https://www.linkedin.com/company/amp/,AMP,,"5,001-10,000 employees",https://www.linkedin.com/company/national-australia-bank/,National Australia Bank,,"10,001+ employees",https://www.linkedin.com/company/suncorp/,Suncorp Group,,"10,001+ employees",https://www.linkedin.com/company/mlcinsurance.com.au/,MLC Life Insurance,,"1,001-5,000 employees"
https://www.linkedin.com/company/alter-domus/,https://www.linkedin.com/company/alter-domus/,Alter Domus,Financial Services,Luxembourg,"Alter Domus is a fully integrated Fund and Corporate services provider, dedicated to international private equity & infrastructure houses, real estate firms, multinationals, private clients and private debt managers. Our vertically integrated approach offers tailor-made administration solutions across the entire value chain of investment structures, from fund level down to local Special Purpose Vehicles.

We are proud to serve 17 of the 20 largest private equity houses, 15 of the 20 largest real estate firms and 17 of the 20 largest private debt managers in the world, for who we provide services including company formation, fund launch, corporate management services, fund administration, accounting, tax compliance and financial reporting.

Providing services across 40 international offices and desks, over 2,000 Alter Domus specialists ensure our clients and investors structure and operate their businesses efficiently, cost effectively and at low risk, from fund level down to local Special Purpose Vehicles.

We are the largest independent firm in Europe and one of the largest worldwide; the provider of choice for clients investing across borders, we are recognised for our in-depth and proven international expertise in the set up and administration of investment structures in Europe and all around the World. 

Our success and reputation is due to high qualities of expertise, efficiency and customer service. The benefits obtained by our clients from working with us are financial, (e.g. profit/cost improvement, business flexibility) reputational (e.g. best in class investor reporting, service quality & efficiency) and risk related (e.g. regulatory & management services, service flexibility & attentiveness).

For further information, please see: www.alterdomus.com",http://www.alterdomus.com/,"1,001-5,000 employees",https://media.licdn.com/dms/image/C4D0BAQGiTamti-_xgw/company-logo_200_200/0?e=1548288000&v=beta&t=h8_8aF1WPs8P5sqVFF3uXrIaDshGIQOpW1_tSy0Osek,"Fund Services, Corporate Services, Debt, Depositary Services, Transfer Pricing, Private Equity & Infrastructure, Real Estate, Regulatory and Compliance Services, Liquidation, Capital Markets, Private Clients, Consolidation, IFRS, Middle Office Services, Co-Sourcing Services, and ManCo",2003,33311,1260,2018-10-19T06:07:06.843Z,https://www.linkedin.com/company/intertrust-group/,Intertrust Group,,"1,001-5,000 employees",https://www.linkedin.com/company/cortland-capital-market-services-llc/,Cortland Capital Market Services LLC,,"1,001-5,000 employees",https://www.linkedin.com/company/sgg-s-a-/,SGG Group,,"501-1,000 employees",https://www.linkedin.com/company/tmf-group/,TMF Group,,"5,001-10,000 employees",https://www.linkedin.com/company/vistra/,VISTRA,,"1,001-5,000 employees",https://www.linkedin.com/company/ernstandyoung/,EY,,"10,001+ employees"
https://www.linkedin.com/company/aps-group,https://www.linkedin.com/company/aps-group,APS Group,Marketing and Advertising,"Stockport, Cheshire","We’ve been delivering marketing and communications since 1961.

We bring together thinkers, content creators and production experts, to make more possible – empowering brands to talk to their customers in the most relevant and rewarding way.

Founded in 1961, with a heritage built on print management, we're independently owned and employ more than 900 people across the globe. Headquartered in the UK, we also have offices in the US and across mainland Europe.",http://www.theapsgroup.com/,"501-1,000 employees",https://media.licdn.com/dms/image/C4E0BAQGgEra1m0_RnA/company-logo_200_200/0?e=1548288000&v=beta&t=-YX3ce1aEdImNU_psJ3LZz8ZNKqxmc_klawKDYfdgBE,"Marketing strategy and insight, Ideas and concepts, Creative and copy, Print management, Print production, Transactional communications, Video and photography, Studio and pre-production, Publishing, Digital communications, Global supply chain, Technology and data management, Account and project management, and Storage and fulfilment",1961,325826,642,2018-10-19T06:07:08.803Z,https://www.linkedin.com/company/mmpglobal/,MMP Global,,51-200 employees,https://www.linkedin.com/company/inspired-thinking-group-itg-/,Inspired Thinking Group (ITG),,"501-1,000 employees",https://www.linkedin.com/company/hh-global/,HH Global,,"1,001-5,000 employees",https://www.linkedin.com/company/aps/,APS,,51-200 employees,https://www.linkedin.com/company/communisis/,Communisis,,"1,001-5,000 employees",https://www.linkedin.com/company/creatorlondon/,ITG Creator Ltd,,51-200 employees
https://www.linkedin.com/company/auslink-consulting-group/,https://www.linkedin.com/company/auslink-consulting-group/,Auslink Consulting Group,Human Resources,,"Auslink are the ultimate professionals in recruitment consultancy, Australia and New Zealand wide. Our aim is to ensure total customer satisfaction through superior performance in recruiting the best candidates to match your needs while saving you valuable time for the more important things in life.",http://www.auslink.com.au/,2-10 employees,https://media.licdn.com/dms/image/C560BAQHuQ7XjQGUWeg/company-logo_200_200/0?e=1548288000&v=beta&t=pZYBECpaynApTNbTv7oGTp3azxVcKnWvSZrenLibDj4,"Supply Chain, Accounting & Finance, HR, Sales, and Engineers",1997,488783,12,2018-10-19T06:07:10.258Z,https://www.linkedin.com/company/auslink/,AusLink,,2-10 employees,https://www.linkedin.com/company/cresta-plastics-pty-ltd/,Cresta Plastics,,2-10 employees,https://www.linkedin.com/company/veritas-recruitment/,Veritas Recruitment,,51-200 employees,https://www.linkedin.com/company/miller-leith/,Miller Leith,,11-50 employees,https://www.linkedin.com/company/execco.search/,ExecCo.Search Pty Ltd,,2-10 employees,https://www.linkedin.com/company/integrate-recruitmentau/,Integrate Recruitment,,2-10 employees
https://www.linkedin.com/company/avenir-capital/,https://www.linkedin.com/company/avenir-capital/,Avenir Capital,Financial Services,"Sydney, NSW","Avenir Capital is a value-based investment manager that brings a long-term, owner-oriented investing philosophy to global public equity markets. We follow a high conviction, research-driven investment process to deliver strong absolute returns. 

We apply a differentiated process that combines the best elements of 
private equity and public market investing.",http://www.avenircapital.com.au/,2-10 employees,https://media.licdn.com/dms/image/C4E0BAQGaiFBGoJ7MiQ/company-logo_200_200/0?e=1548288000&v=beta&t=0di8FKQA71hvZDXGy5d5pPmLEr5kTK2zlDP_Wodqlfw,"Concentrated Portfolio, Superior Long Term Absolute Returns, Alignment of Interests, Research Driven Approach, Capital Preservation, Exploiting Market Inefficiency, Large Margin of Safety, and Special Situations",2011,3627824,3,2018-10-19T06:07:12.239Z,https://www.linkedin.com/company/alphinity-investment-management/,Alphinity Investment Management,,2-10 employees,https://www.linkedin.com/company/kennedy-investments-pty-ltd/,Kennedy Partners,,2-10 employees,https://www.linkedin.com/company/merlon-capital-partners/,Merlon Capital Partners,,2-10 employees,https://www.linkedin.com/company/fidante-partners/,Fidante Partners,,"501-1,000 employees",https://www.linkedin.com/company/arcano/,Arcano,,51-200 employees,https://www.linkedin.com/company/lennoxcapitalpartners/,Lennox Capital Partners,,2-10 employees
https://www.linkedin.com/company/aveogroup/,https://www.linkedin.com/company/aveogroup/,Aveo Group,Hospital & Health Care,"SYDNEY, New South Wales","For over 25 years, Aveo has been dedicated to giving older Australians the best retirement living and care options available. Our innovative approach to care delivery and community design mean we’re able to truly say that we are redefining retirement for all Australian lifestyles.

To ensure senior Australians have access to all the accommodation, care and services they need in retirement, we now have over 90 retirement living and aged care communities across Australia. Responding to the ever-increasing demand for quality living and care options, we are in the planning and development stages of a number of new brand new master-planned communities. 

At Aveo, we have been listening to what our residents want and have simplified our contracts, invested in better health and aged care services, created a world class food offering and built new master-planned communities. Most recently, we have introduced our home care service making greater support services available to our residents and those in the local community.  But to us, the journey has just begun as we continue to listen and improve.

To find out more visit www.aveo.com.au  

Aveo Retirement Living is the Retirement division of Aveo Group, an ASX listed entity.",https://www.aveo.com.au/,"1,001-5,000 employees",https://media.licdn.com/dms/image/C4D0BAQEADB1puvmOCQ/company-logo_200_200/0?e=1548288000&v=beta&t=Q8_aX10tTyBPbynvYl_4gxpQKT61BWobTwm0Av9P8Z0,"Retirement Living, Aged Care, Retirement Development, and Home Care",2001,46359,554,2018-10-19T06:07:14.277Z,https://www.linkedin.com/company/freedom-aged-care/,Freedom Aged Care,,"501-1,000 employees",https://www.linkedin.com/company/aveo-france/,AVÉO,,2-10 employees,https://www.linkedin.com/company/mulpha-australia/,Mulpha Australia Ltd,,"1,001-5,000 employees",https://www.linkedin.com/company/regis-agedcare/,Regis Aged Care,,"5,001-10,000 employees",https://www.linkedin.com/company/aveo-oncology/,AVEO Oncology,,11-50 employees,https://www.linkedin.com/company/stockland/,Stockland,,"1,001-5,000 employees"
https://www.linkedin.com/company/bank-sa,https://www.linkedin.com/company/bank-sa,BankSA,Banking,"Adelaide, South Australia","BankSA has been part of the fabric of South Australia since 1848, when The Savings Bank of South Australia began its life as a small one-person outfit.  From humble beginnings and subsequent mergers, The Savings Bank of South Australia has evolved to become BankSA, a division of Westpac Banking Corporation.

With South Australia's largest network of branches and ATMs, BankSA serves one in four South Australians. We play a key role in the community as a sponsor of major events, like Adelaide Fringe, Port Adelaide Football Club and Royal Adelaide Show, and as a provider of over $8 million in community grants through BankSA Foundation.

We'd love to hear from you on our page. Our guidelines for joining the conversation are here:  https://www.banksa.com.au/contact-us/social-media

BankSA – A Division of Westpac Banking Corporation ABN 33 007 457 141 AFSL and Australian credit licence 233714",http://www.banksa.com.au/,"1,001-5,000 employees",https://media.licdn.com/dms/image/C560BAQFWn6HbQVgtsQ/company-logo_200_200/0?e=1548288000&v=beta&t=lWkl2JmmEhwpO51nyrLIwsO7YsKSpr1fNemy1g3GGJY,,,2729489,555,2018-10-19T06:07:16.354Z,https://www.linkedin.com/company/westpac/,Westpac,,"10,001+ employees",https://www.linkedin.com/company/commonwealthbank/,Commonwealth Bank,,"10,001+ employees",https://www.linkedin.com/company/st-george-bank/,St.George Bank,,"5,001-10,000 employees",https://www.linkedin.com/company/anz/,ANZ,,"10,001+ employees",https://www.linkedin.com/company/national-australia-bank/,National Australia Bank,,"10,001+ employees",https://www.linkedin.com/company/westpac-group/,Westpac Group,,"10,001+ employees"
https://www.linkedin.com/company/bluescope-steel,https://www.linkedin.com/company/bluescope-steel,BlueScope,Building Materials,"Melbourne, Victoria","Since 1915 the steel industry has been an essential part of Australia and its economy. BlueScope's heritage traces back to the very beginning.

Employing over 17,000 people across 17 countries, today BlueScope is a leading international supplier of steel products and solutions focused on building and construction markets. As Australia’s largest manufacturer, BlueScope has been proudly making things for nearly a century and has a portfolio of iconic brands, such as COLORBOND® and ZINCALUME® steels, LYSAGHT®, RANBUILD®, FIELDERS® and ORRCON® steel. 

Interested in an exciting career at one of Australia’s most reputable companies with a track record of making things happen? Find out more at bluescope.com",http://www.bluescope.com/,"10,001+ employees",https://media.licdn.com/dms/image/C4D0BAQGwxmHCgdWDzQ/company-logo_200_200/0?e=1548288000&v=beta&t=yvUAqdtVR-sOE4xK9yCLWMOzRChDnU-3dKp_g-A8Ycg,,1928,"162740,765115,3324247,3560880,105913,1047687",4795,2018-10-19T06:07:18.094Z,https://www.linkedin.com/company/bluescope-construction/,"BlueScope Construction, Inc.",,201-500 employees,https://www.linkedin.com/company/tata-bluescope-steel/,Tata BlueScope Steel Limited,,"1,001-5,000 employees",https://www.linkedin.com/company/bluescope-buildings-north-america-inc-/,"BlueScope Buildings North America, Inc.",,"1,001-5,000 employees",https://www.linkedin.com/company/blue-scope-steel/,Blue Scope Steel,,51-200 employees,https://www.linkedin.com/company/ns-bluescope/,NS BlueScope,,"1,001-5,000 employees",https://www.linkedin.com/company/lysaght/,LYSAGHT®,,"501-1,000 employees"
https://www.linkedin.com/company/carlton-united-breweries/,https://www.linkedin.com/company/carlton-united-breweries/,Carlton & United Breweries,Consumer Goods,"Southbank, Victoria","Carlton & United Breweries is one of Australia’s most iconic beer companies, with a history dating back to 1832. We brew some of Australia's most beloved beers and ciders including Victoria Bitter, Carlton Draught, Pure Blonde, Great Northern, Strongbow, Mercury and Bulmers. 

We are a company built on a Dream, to bring people together for a better world. This vision is shared with our wholesalers, retailers, customers and partners; we want to brew great beers that can be enjoyed responsibly with a low impact on the environment.

We are part of the AB InBev family, the largest and only truly global brewer, so working at Carlton & United Breweries literally opens a world of opportunity. With operations in more than 50 countries, we leverage the collective strengths of over 200,000 employees to deliver the finest beers to our customers. Our diverse portfolio of over 400 brands includes global favorites Corona, Budweiser and Stella. 

Our Culture

We are a company of go-getters dedicated to providing unparalleled quality and results. We take pride in our work, regardless of the task or department. Our people are our greatest asset and subscribe to our belief in a spirit of ownership. Employees take results personally and are driven to build something great together. 

At Carlton & United Breweries, it’s not about what you studied, or where you worked – it’s about what you can do. We value talented people who aren't afraid to be bold, resourceful, and committed. If you see yourself working for a company that allows you to excel at the pace of your talent, then a career at Carlton & United Breweries may be for you.

Contact Us

Email: careersenquiries@cub.com.au
Careers Website: www.cub.com.au/careers",https://cub.com.au/careers/,"1,001-5,000 employees",https://media.licdn.com/dms/image/C4D0BAQFWl3NYQlfu5A/company-logo_200_200/0?e=1548288000&v=beta&t=D3y0WriiusFqXsDlGe0d3omv1usPd-wYaZyFPEGFA_M,"Beer, Brewing, Marketing, Distribution, FMCG, Consumer Goods, Drinks, and Cider",1832,163882,1473,2018-10-19T06:07:20.205Z,https://www.linkedin.com/company/lion-co/,Lion,,"5,001-10,000 employees",https://www.linkedin.com/company/schweppes-australia/,Asahi Beverages,,"1,001-5,000 employees",https://www.linkedin.com/company/coca-cola-amatil/,Coca-Cola Amatil,,"10,001+ employees",https://www.linkedin.com/company/asahi/,Asahi,,"10,001+ employees",https://www.linkedin.com/company/treasury-wine-estates/,Treasury Wine Estates,,"1,001-5,000 employees",https://www.linkedin.com/company/anheuser-busch-inbev/,Anheuser-Busch InBev,,"10,001+ employees"
https://www.linkedin.com/company/centric-wealth/,https://www.linkedin.com/company/centric-wealth/,Centric Wealth,Financial Services,"Sydney, NSW","Centric Wealth, part of Findex, is a leading wealth management firm, providing our clients with personalised advice and solutions for their complete financial well-being.

We believe that clients invest in our advice for a financial return, emotional benefits and as a way to ensure that their best laid plans are not derailed. Clients may access Centric Wealth through offices located in Sydney, Melbourne, Brisbane, Canberra.

We know that all of our clients have different financial needs, goals and complexities. In response to this, our advisers work collaboratively with each and every client to provide an individually tailored solution. We provide clients with access to experts across all areas of wealth management so that they get complete financial security. Our areas of expertise include financial planning, investments, superannuation, risk management and insurance, and lending services.

We operate using a completely transparent fee structure. Our fee-for-service model ensures that our clients know exactly what they are paying for and can understand the value of advice.

Our approach and investment capability structure give our clients unrivaled access to a unique service and product offering. Our aim is to find the right solution for each client. We are careful not to over promise, instead focusing on balancing return with a risk managed approach tailored to suit the individual.",http://www.centricwealth.com.au/,201-500 employees,https://media.licdn.com/dms/image/C4E0BAQGHTl-JpsO89g/company-logo_200_200/0?e=1548288000&v=beta&t=mJSeJJYp8zUubt4JOjk55-C--z-gJ_WYIaGtgXhs2e4,"Wealth Management, Financial Planning, Corporate Benefits, Risk Insurance, General Insurance, Lending Services, Estate Planning, Superannuation, and Investment solutions",2002,62727,95,2018-10-19T06:07:21.723Z,https://www.linkedin.com/company/findex/,Findex,,"1,001-5,000 employees",https://www.linkedin.com/company/crowe-horwath-australia/,Crowe Horwath Australia,,"1,001-5,000 employees",https://www.linkedin.com/company/centric-wealth-management-limited/,Centric Wealth Management Limited,,2-10 employees,https://www.linkedin.com/company/macquariegroup/,Macquarie Group,,"10,001+ employees",https://www.linkedin.com/company/interrisk-australia-pty-ltd/,InterRISK Australia Pty Ltd,,51-200 employees,https://www.linkedin.com/company/movo/,MOVO - Online Financial Advice,,11-50 employees
