link,query,name,industry,location,description,website,size,logo,specialities,yearFounded,linkedinID,employeesOnLinkedIn,RelatedCompany1LinkedInURL,RelatedCompany1Name,RelatedCompany1Sector,RelatedCompany1EmployeesRange,RelatedCompany2LinkedInURL,RelatedCompany2Name,RelatedCompany2Sector,RelatedCompany2EmployeesRange,RelatedCompany3LinkedInURL,RelatedCompany3Name,RelatedCompany3Sector,RelatedCompany3EmployeesRange,RelatedCompany4LinkedInURL,RelatedCompany4Name,RelatedCompany4Sector,RelatedCompany4EmployeesRange,RelatedCompany5LinkedInURL,RelatedCompany5Name,RelatedCompany5Sector,RelatedCompany5EmployeesRange,RelatedCompany6LinkedInURL,RelatedCompany6Name,RelatedCompany6Sector,RelatedCompany6EmployeesRange,timestamp,invalidResults
https://au.linkedin.com/company/adaptifydigital,https://au.linkedin.com/company/adaptifydigital,Adaptify Digital,Marketing and Advertising,"Abbotsford, VIC","Effectively crafting web design and development solutions for small to large enterprises, Adaptify Digital is your ‘one-stop’ digital shop, with an eye firmly on growth and visibility for all clients. When you partner with Adaptify, you are engaging a team who live and breathe the digital space.

We know where your targeted audience browse, we understand how they interact online and can guide you through the various digital and social media channels available to grow your business. From standards and trends through to shaping your brand’s presence and voice online, Adaptify have a digital design and content marketing solution to complement your brand.",https://www.adaptify.com.au/,51-200 employees,https://media.licdn.com/dms/image/C510BAQGHL8YoYjNWVw/company-logo_200_200/0?e=1547683200&v=beta&t=8w_p3FWawJ0NmTQnRyx7FSikqGIEBY7409VDGX6ov0Q,"Digital Solutions Agency, Web Development, Web Design, Content Marketing, Project Management, Digital Solutions Architecture, Social Media, and Design",2016,7938640,49,https://www.linkedin.com/company/23-digital/,23 Digital,,11-50 employees,https://www.linkedin.com/company/exa/,Exa Digital Solutions,,201-500 employees,https://www.linkedin.com/company/innovision360/,Innovision360,,11-50 employees,https://www.linkedin.com/company/splashbox/,Splashbox,,11-50 employees,https://www.linkedin.com/company/itinfo-group/,ITInfo Group | Digital Marketing & Web Development Agency,,2-10 employees,https://www.linkedin.com/company/infunotion/,Infunotion,,2-10 employees,2018-10-18T08:03:34.043Z
https://au.linkedin.com/company/ampersand-executive?trk=ppro_cprof,https://au.linkedin.com/company/ampersand-executive?trk=ppro_cprof,Ampersand International,Staffing and Recruiting,"Melbourne, VIC","Ampersand is a leading Global Talent Acquisition and Advisory firm with offices in Dublin, Melbourne, Sydney and Singapore.  Its world-class service delivery, strength of local and global networks, innovation in service and channel offering, and uncompromising executive and client experience has created new benchmarks in industry standards within Australia, Asia and Europe.  

Ampersand differentiates its services by inspiring its partners toward a Customer, People, Platforms & Projects mindset.  We partner with clients to appoint and develop exemplary leaders to create inspirational organisations for sustainable people and customer growth.  

We believe the way to the customer is through leaders aligning people to ultimate customer experience.   

Ampersand has three core businesses:

Ampersand Executive:	Executive Recruitment Services – Contract & Permanent Appointments

Ampersand Search: Local and Global Executive Search

Ampersand Advisory: Leadership Development, Human Resources, Change Management and Business Transformation Consulting Services (SOW)",http://www.ampersand.com.au/,11-50 employees,https://media.licdn.com/dms/image/C560BAQFHR3SJupV6OQ/company-logo_200_200/0?e=1547683200&v=beta&t=-93YFH3I13zGeqzpGzpp9MimvttZODXPP05mknaseNg,"Executive Recruitment, Executive Search, Leadership Development & Optimisation, Global Talent Acquisition, Project Delivery, and Statement of Work (SOW)",2008,509360,37,https://www.linkedin.com/company/ampersand_5/,Ampersand,,11-50 employees,https://www.linkedin.com/company/ampersand_4/,ampersand,,51-200 employees,https://www.linkedin.com/company/the-ampersand-agency/,Ampersand Agency,,11-50 employees,https://www.linkedin.com/company/robert-walters/,Robert Walters,,"1,001-5,000 employees",https://www.linkedin.com/company/dec-communications/,DEC PR,,11-50 employees,https://www.linkedin.com/company/hays/,Hays,,"5,001-10,000 employees",2018-10-18T08:03:36.234Z
https://ca.linkedin.com/company/a-v-immigration-and-careers-consultancy-pvt-ltd,https://ca.linkedin.com/company/a-v-immigration-and-careers-consultancy-pvt-ltd,A V Immigration and Careers Consultancy Pvt Ltd (Apex Visas),International Affairs,"Pune, Maharashtra","A.V. Immigration & Careers Consultancy Pvt. Ltd. (Apex Visas) – India’s Fastest Visa Provider, is a Pune based company that has endeavoured since its inception in 2010 to bring a one stop solution to your immigration related queries. The team of Apex Visas has precision knowledge in the fields of Immigration, Visa processing and other related services. To ensure prompt and hassle free services we have a team of handpicked executives who go through rigorous & in-depth training on country specific immigration norms & rules to arm them with the requisite knowledge to deal with immigration procedures followed by Embassies & High Commissions.

We have an unblemished track record of providing support services for Permanent Residency for Skilled Category. Just walk into any of our offices around the globe and you can talk to our specialist to learn more about the country of your interest.",https://apexvisas.com/,201-500 employees,https://media.licdn.com/dms/image/C4E0BAQGb26HsCVz1Qg/company-logo_200_200/0?e=1547683200&v=beta&t=xlTvjMyKLGDpstpxqJy_U9_rhW37T08gU8P2fpw3g_k,"Outsourcing, Immigration, immigration consultancy, PR Visa, Study Visa, Emigration Consultency, immigration consultant, Permanent Residency, and Skilled Visa",2010,2853193,249,https://www.linkedin.com/company/y-axis-overseas-careers/,Y-Axis Overseas Careers,,"501-1,000 employees",https://www.linkedin.com/company/abhinav/,Abhinav Outsourcings Pvt. Ltd.,,201-500 employees,https://www.linkedin.com/company/opulentus-overseas-careers/,OPULENTUS - THE VISA COMPANY,,201-500 employees,https://www.linkedin.com/company/y-axis-inc/,Y Axis Inc,,201-500 employees,https://www.linkedin.com/company/akkam-immigration/,Akkam Overseas Services Pvt Ltd,,51-200 employees,https://www.linkedin.com/company/hays/,Hays,,"5,001-10,000 employees",2018-10-18T08:03:38.913Z
https://de.linkedin.com/company/collection-house?trk=ppro_cprof,https://de.linkedin.com/company/collection-house?trk=ppro_cprof,Collection House Group,Financial Services,"Newstead, Queensland","Collection House Limited (CLH) is a leading receivables manager, utilising effective and innovative solutions, excellent portfolio management information and advanced proprietary technology. 
Throughout our offices in Australia and New Zealand, we provide a diverse range of debt collection services, and are considered to be one of the top two mercantile agencies in Australia.
Since the Company's inception in 1992, we have been instrumental in transforming traditional debt collection practices into a specialised financial service. The CLH Group includes specialist subsidiaries and an incorporated law firm, CLH Lawyers who are experts in legal debt recovery, and our local authority collection subsidiary Midstate Creditcollect Pty Ltd. 

CLH employ more than 1,200 staff with 70% being trained collection and customer service professionals. CLH is synonymous for the provision of debt recovery services and has a long and proud history of providing the highest quality debt recovery services for a range of high-profile organisations across Australia",http://www.collectionhouse.com.au/,"501-1,000 employees",https://media.licdn.com/dms/image/C560BAQE7VuAlngkbwQ/company-logo_200_200/0?e=1547683200&v=beta&t=cASGzskTCbf8MHGd9jd2e4bz0jgHNgWlDTZJGa7R384,"Debt Collection, Cashflow Management, Purchased Debt, Legal and Insolvency, Financial Literacy, Registered Training Organisation, Receivables Management, Asset location recovery and sale, Hardship services, Legal and insolvency services, Finance brokerage, Business process outsourcing, Repayment arrangement management, and Credit management training",1992,99976,309,https://www.linkedin.com/company/credit-corp/,Credit Corp,,"1,001-5,000 employees",https://www.linkedin.com/company/recoveriescorp/,recoveriescorp,,"501-1,000 employees",https://www.linkedin.com/company/collection/,Collection,,0-1 employees,https://www.linkedin.com/company/collection-house-limited/,Collection House Limited,,2-10 employees,https://www.linkedin.com/company/pepper-financial-services-group/,Pepper Financial Services Group,,"1,001-5,000 employees",https://www.linkedin.com/company/baycorp/,Baycorp,,201-500 employees,2018-10-18T08:03:40.936Z
https://ie.linkedin.com/company/evolve-information-services,https://ie.linkedin.com/company/evolve-information-services,Evolve Information Services,Information Technology and Services,"Melbourne, Vic","Brilliant business professionals, with IT skills - Evolve develops technical solutions to solve your business problems. We offer a range of collaborative consulting services and products to deliver information management solutions through the practical application of technology.

Evolve has expertise across a suite of technologies including Microsoft SharePoint, SQL, .NET development and business intelligence tools such as Microsoft SSRS and QlikTech QlikView.

For more information call +613 8601 1110",http://www.evolve-is.com.au/,11-50 employees,https://media.licdn.com/dms/image/C4E0BAQGsUV-YYDvbfw/company-logo_200_200/0?e=1547683200&v=beta&t=pQN3PNKrD6346hS3BQ3b7zPGQk1LSfaWN6f5oxfHh3M,"Intranet, SharePoint, Qlikview, .Net, Application Development & Support Service, Database Administration & Support Services, Project & General IT Management, Solutions Design, Business Analysis, IT Consulting, Digital Workplace, and Automation",2004,1315785,22,https://www.linkedin.com/company/encoo/,Encoo Communications,,11-50 employees,https://www.linkedin.com/company/evolve-information-solutions/,Evolve Information Solutions,,2-10 employees,https://www.linkedin.com/company/working-for-self/,Working for self,,0-1 employees,https://www.linkedin.com/company/sharering-network/,ShareRing,,11-50 employees,https://www.linkedin.com/company/evolve_5/,Evolve,,0-1 employees,https://www.linkedin.com/company/ledgerium/,Ledgerium,,11-50 employees,2018-10-18T08:03:42.897Z
https://in.linkedin.com/company/active-placement,https://in.linkedin.com/company/active-placement,Active Placement,Staffing and Recruiting,,"SIE SUCHEN MITARBEITER FÜR IHR UNTERNEHMEN?

Dann haben Sie mit Active Placement den richtigen Partner an Ihrer Seite.
Bei der Vermittlung von qualifizierten Mitarbeitern für Industrie und Fachhandel setzen wir auf unsere langjährige Erfahrung aus der Textilbrache.

Wir kennen den Markt, aktuelle Strömungen, Trends und Innovationen und filtern die entscheidenden Assets heraus. Gezieltes Zuhören ist unser Schlüssel zu Ihrem Erfolg. Wir erfassen Ihre Erwartungen, verstehen Ihren Bedarf und berücksichtigen Ihre Unternehmenskultur als Basis unserer Kommunikation mit dem Kandidaten.

Wir beraten, vermitteln und begleiten.


KARRIEREBERATUNG & BEWERBUNGSCHECK & COACHING

Ich unterstütze Sie aktiv bei Ihrem nächsten Karriereschritt.

Profitieren Sie von unserem Service und unserer fachlichen Kompetenz.
Gemeinsam finden wir heraus, wo Ihre Stärken liegen und welche Aufgaben Sie erfüllen. Lassen Sie uns Ihre Ressourcen und Fähigkeiten auf dem Weg zu Ihrer neuen beruflichen Herausforderung weiter entwickeln. Unsere praxisorientierte Methode hat sich vielfach bewährt, um Ihr Profil nachhaltig zu schärfen. Sie erhalten von mir Ihren individuellen Karrierefahrplan.

Als erfahrene Personalberaterin habe ich enge Kontakte zu attraktiven Unternehmen mit Zukunft und kenne die Anforderungen am Markt.

Wir agieren diskret und vertraulich.


SIE MÖCHTEN EIN PERSÖNLICHES GESPRÄCH VEREINBAREN ODER HABEN WEITERE FRAGEN?

Ich freue mich über Ihren Anruf unter +49 (89) 200 33 639 oder schreiben Sie mir eine E-mail an info@anetteplaschka.de
 
Weitere Informationen unter www.active-placement.com",http://active-placement.com/,0-1 employees,https://media.licdn.com/dms/image/C4D0BAQG77CeE7UA5HA/company-logo_200_200/0?e=1547683200&v=beta&t=9BFxt0R1BPF57_Lm8dl5gjZ_OjalR2XbZG1Kwfq0tRA,"Personalberaterin, Karrierecoach, Bewerbungscheck, Karriereberatung, Bewerbunsgmanagement, Organisationsberatung, and Organisationsentwicklung",,,,https://www.linkedin.com/company/active-placement-services-private-limited/,ACTIVE PLACEMENT SERVICES PRIVATE LIMITED,,none,https://www.linkedin.com/company/narai-intertrade/,NaRaYa,,"5,001-10,000 employees",https://www.linkedin.com/company/alta-meta/,Alta Meta,,51-200 employees,https://www.linkedin.com/company/step-up-placements/,StepUp HR- HR Shared Services,,51-200 employees,https://www.linkedin.com/company/dynamic-staffing-services/,Dynamic Staffing Services,,"501-1,000 employees",https://www.linkedin.com/company/united-hr-solutions-pvt--ltd-/,United HR Solutions Pvt. Ltd.,,11-50 employees,2018-10-18T08:03:44.732Z
https://sg.linkedin.com/company/elmo-learning?trk=ppro_cprof,https://sg.linkedin.com/company/elmo-learning?trk=ppro_cprof,ELMO Cloud HR & Payroll,Computer Software,"Sydney, NSW","Founded in 2002, ELMO (ASX:ELO) is Australia and New Zealand's only integrated cloud HR & payroll solution, offering you:

- ONE vendor
- ONE dashboard
- ONE user-experience
 
and is the fastest growing HR Tech company in the region. We provide innovative cloud HR and payroll technology to more than 1000 organisations across APAC. ELMO’s suite of HR and Payroll solutions can be used together, or stand alone and are configurable to your organisation’s processes and workflows. The ELMO solution allows organisations to manage their HR and payroll processes within one simple platform with a single dashboard and reporting suite.

ELMO helps you to automate and streamline your operations across the following areas:

-	Cloud Payroll
-	HR Core
-	Recruitment
-	Onboarding
-	Learning
-	Course Builder
-	Pre-built Courses (400+ course library)
-	Performance Management
-	Succession
-	Rewards & Recognition
-	Remuneration
-	Surveys

Our in-house approach to development, implementation, and support ensures our client rollout experience is fast, smooth and successful. If you would like to learn more about how we can transform your organisation through our cloud HR and payroll management platform please contact us.",https://www.elmosoftware.com.au/,201-500 employees,https://media.licdn.com/dms/image/C4D0BAQHXBsWLKHT1XQ/company-logo_200_200/0?e=1547683200&v=beta&t=b1tR0RCXTiKJI4gIGeSo7vwV6f446OOPUXykwTEtO2s,"Learning Management Systems (LMS), Performance Management Systems (PMS), eLearning Authoring Tool, Pre Built eLearning, Onboarding Systems, Recruitment Systems, Succession Systems, Integrated Talent Management Solutions (TMS), HR SaaS, HR Software, Software as a Service, HR Tech, Payroll, HR Automation, Human Capital Management, Employee Engagement, Employee Surveys, Workforce Planning & Analytics, Onboarding, Recruitment Software, eRecruitment, Performance & Talent Management, eLearning Development, and Remuneration",2002,1109309,190,https://www.linkedin.com/company/pageup/,PageUp,,201-500 employees,https://www.linkedin.com/company/peoplestreme-human-capital/,PeopleStreme Human Capital,,51-200 employees,https://www.linkedin.com/company/frontier-software/,Frontier Software,,201-500 employees,https://www.linkedin.com/company/elmolearning/,Elmolearning,,none,https://www.linkedin.com/company/readify/,Readify,,201-500 employees,https://www.linkedin.com/company/ahri/,Australian HR Institute (AHRI),,11-50 employees,2018-10-18T08:03:46.549Z
https://www.linkedin.com/company/23-degrees-consulting,https://www.linkedin.com/company/23-degrees-consulting,23 Degrees Consulting,Management Consulting,"Santa Barbara, CA","We are experts in TINA Compliance - government contractor cost and price analysis, obtaining and providing certified cost or pricing data, commercial item assertions and determinations, subcontract competition, etc.  We have a 100% acceptance rate on all of our cost analysis reports with Prime Contractors, the DCAA/DCMA, and contracting officers.  In fact, we are the only company in the industry that guarantees our work.

Whether in the capacity of improving cost proposals prior to submission or producing FAR 15 compliant cost analysis reports, we pride ourselves on creating value for our clients.  Our expertise is specialized and not every company can benefit.  But for those with which we have a good fit, clients average 10:1 ROI on our services.  With a short conversation, I can help you determine whether we can provide value to your company too.

Reach out to us directly via email (info@23degreesconsulting.com) or send a message through the 23 Degrees Consulting website (www.23degreesconsulting.com).",http://www.23degreesconsulting.com/,2-10 employees,https://media.licdn.com/dms/image/C4E0BAQGdQ6wotu-Abw/company-logo_200_200/0?e=1547683200&v=beta&t=CRNAJp8lJdST7E1FEQv2QzYVTDJZ-bHYlozNAHkzavM,"Subcontract Cost Analysis, Proposal Analysis, Truth in Negotiations Act, Federal Contract Compliance, Software, Training, Consulting, and Proposal Preparation",2009,1923540,10,https://www.linkedin.com/company/23-degrees-north-architectural-consultancy-/,23 Degrees North (Architectural Consultancy),,11-50 employees,https://www.linkedin.com/company/23-dc/,23 Degrees Consulting,,2-10 employees,https://www.linkedin.com/company/23-degrees/,23 Degrees,,none,https://www.linkedin.com/company/jb-hr-advies-bv/,JB HR-Advies BV,,0-1 employees,https://www.linkedin.com/company/jb-hr-ltd/,JB HR LTD,,none,https://www.linkedin.com/company/blue-horizon-consulting-limited/,BLUE HORIZON CONSULTING LIMITED,,none,2018-10-18T08:03:48.432Z
https://www.linkedin.com/company/4mation-technologies-pty-ltd,https://www.linkedin.com/company/4mation-technologies-pty-ltd,4mation Technologies,Internet,"Surry Hills, NSW","Founded in 2001, we are a full-service company specialising in the development of tailor-made websites, web applications, mobile apps, and eCommerce stores. We provide a comprehensive suite of services including project rescue, digital strategy, creative design and systems integration.

Our clients come from industries ranging from manufacturing to finance, charity, sport and retail, and include many of Australia’s highest profile organisations.

Our vision is “To rid the world of poor quality web solutions”.

Our mission is “We help our clients succeed by identifying opportunities, and delivering solutions that people love to use”.

Our team of more than 70 talented web professionals is 100% local, based in Surry Hills, Sydney.",https://www.4mation.com.au/,51-200 employees,https://media.licdn.com/dms/image/C4E0BAQH91MMuxC4mgQ/company-logo_200_200/0?e=1547683200&v=beta&t=NXdge9ew9VSwg4Wyzr3SChxWu2I-zQPFGJtdCUp2gOI,"PHP, MySQL, Website Design, Website Development, Mobile App Development, Web Application Development, Ongoing Development and Support, Digital Strategy, Adobe Experience Manager, .NET, Agile Development, SEO, AdWords, and UX Design",2001,1368316,81,https://www.linkedin.com/company/4mation-ltd/,4mation Ltd,,2-10 employees,https://www.linkedin.com/company/already-built/,AlreadyBuilt,,2-10 employees,https://www.linkedin.com/company/canva/,Canva,,201-500 employees,https://www.linkedin.com/company/gruden/,Gruden,,51-200 employees,https://www.linkedin.com/company/hipages-group/,hipages,,201-500 employees,https://www.linkedin.com/company/atlassian/,Atlassian,,"1,001-5,000 employees",2018-10-18T08:03:50.699Z
https://www.linkedin.com/company/7-eleven-stores,https://www.linkedin.com/company/7-eleven-stores,7-Eleven Australia,Retail,"Mount Waverley, VIC","7-Eleven Stores Pty Ltd, Australia’s first choice in convenience, is a private company owned by the Withers and Barlow family.  The company has a license to operate and franchise 7-Eleven stores in Australia from the US based 7-Eleven Inc.  

The first Australian store was opened in August 1977.  Today 7-Eleven Stores Pty Ltd. operates more than 670 stores in Queensland, New South Wales, Victoria, the Australian Capital Territory, and Western Australia. 

Through its store network, 7-Eleven Stores Pty Ltd. conducts more than 228 million transactions a year, serving an average seven customers per second, generating sales approaching $4 billion.",http://www.7eleven.com.au/,201-500 employees,https://media.licdn.com/dms/image/C560BAQEfMYWAT3H0WA/company-logo_200_200/0?e=1547683200&v=beta&t=XG6hLuRMKv7CorI920HBfTP-aBwqg3wD8r_u6KU6aBg,"Convenience, Retail, Food on the go, and Fuel",1977,110966,1036,https://www.linkedin.com/company/7-eleven/,7-Eleven,,"10,001+ employees",https://www.linkedin.com/company/coles/,Coles,,"10,001+ employees",https://www.linkedin.com/company/7-eleven-stores-ok/,7-Eleven Stores,,"1,001-5,000 employees",https://www.linkedin.com/company/caltex-australia/,Caltex Australia,,"1,001-5,000 employees",https://www.linkedin.com/company/7-11/,7 11,,2-10 employees,https://www.linkedin.com/company/woolworths-group/,Woolworths Group,,"10,001+ employees",2018-10-18T08:04:11.078Z
